UserID,Tag1,Tag2,Tag3,Tag4,Tag5,Usage
12334,164,52,168,12,20,Public
12338,77,73,167,44,161,Private
12341,162,28,161,71,83,Private
12346,163,132,66,181,169,Public
12352,161,174,169,69,146,Private
12355,74,21,26,165,61,Private
12357,73,76,2,71,167,Private
12363,162,191,145,60,76,Private
12364,167,37,71,178,64,Public
12368,69,96,5,181,163,Public
12373,169,163,55,5,21,Public
12374,37,169,143,73,163,Public
12376,170,169,181,73,52,Private
12381,163,12,8,73,53,Public
12382,12,13,164,135,36,Private
12386,168,7,162,145,169,Private
12388,69,169,163,167,3,Public
12389,9,181,135,163,168,Public
12393,57,72,181,52,73,Private
12395,161,166,169,73,20,Private
12401,12,37,161,162,73,Private
12402,161,64,164,73,181,Public
12409,167,164,170,169,56,Private
12411,28,9,170,169,13,Public
12414,144,66,191,169,55,Public
12418,164,55,169,28,181,Private
12421,161,164,28,166,133,Private
12430,161,170,10,130,69,Private
12431,170,28,180,162,167,Public
12432,71,68,13,9,91,Private
12446,22,147,67,164,73,Private
12449,181,135,132,164,58,Private
12451,169,168,9,137,57,Public
12460,84,168,176,181,68,Private
12463,12,166,28,73,145,Private
12464,73,12,64,163,66,Private
12470,57,72,161,28,53,Private
12472,185,133,72,13,167,Public
12478,169,162,9,73,44,Private
12485,28,61,12,73,163,Private
12494,164,161,71,66,53,Private
12498,59,71,60,73,161,Private
12499,74,73,168,169,162,Private
12503,28,164,73,67,155,Private
12504,169,166,69,145,161,Public
12505,57,8,83,170,164,Private
12507,163,66,67,164,171,Private
12514,164,163,58,162,161,Public
12518,42,162,20,150,181,Private
12521,58,9,169,166,170,Private
12522,162,181,73,163,164,Private
12530,57,181,167,73,161,Private
12532,72,170,130,77,164,Private
12536,163,53,166,76,13,Public
12537,58,162,170,64,66,Private
12539,163,66,162,89,161,Private
12543,162,73,164,167,65,Private
12544,163,162,73,20,28,Public
12545,136,71,55,21,167,Private
12549,73,57,161,170,71,Private
12550,162,67,161,72,163,Public
12557,73,164,161,167,64,Public
12560,161,28,170,167,66,Public
12564,66,169,164,161,28,Public
12568,163,57,130,54,55,Private
12569,167,66,42,164,163,Private
12575,163,62,28,133,10,Public
12578,161,167,58,163,137,Public
12584,163,3,162,161,181,Private
12586,9,73,168,4,161,Private
12590,9,73,58,163,181,Public
12591,99,3,166,194,58,Private
12594,135,58,145,41,164,Public
12595,164,52,137,169,73,Private
12600,34,152,163,161,162,Private
12606,28,162,163,72,161,Public
12610,2,164,161,52,72,Private
12612,73,15,170,181,161,Private
12618,161,28,163,71,216,Private
12623,57,181,169,163,161,Public
12627,40,51,56,164,173,Private
12628,162,51,72,167,9,Private
12629,137,164,161,170,58,Private
12632,80,72,21,168,174,Private
12633,71,162,169,72,170,Private
12634,24,72,181,57,71,Private
12635,162,181,166,169,164,Private
12636,209,176,170,162,146,Private
12639,164,167,38,191,73,Private
12640,167,181,161,163,13,Private
12649,55,169,163,168,161,Public
12654,164,71,163,169,66,Private
12657,74,162,166,164,58,Public
12661,161,7,166,163,53,Public
12665,161,176,14,43,167,Public
12672,163,13,162,72,161,Private
12676,55,51,162,58,141,Public
12677,181,163,167,162,57,Private
12678,163,161,162,72,73,Private
12688,164,162,181,163,185,Public
12690,73,3,71,55,8,Private
12692,163,162,166,169,58,Public
12699,164,170,21,130,181,Public
12704,162,170,163,161,52,Private
12705,72,20,167,15,74,Public
12706,12,55,162,9,161,Public
12714,57,164,8,51,161,Public
12716,161,8,145,53,164,Private
12717,178,17,78,213,28,Private
12718,53,161,57,169,9,Public
12723,125,170,167,164,162,Public
12725,51,55,57,161,16,Private
12727,66,163,12,144,170,Public
12733,163,161,136,9,167,Private
12735,54,7,170,163,135,Public
12738,73,166,169,58,161,Private
12741,7,55,72,163,44,Private
12753,51,164,165,170,181,Private
12756,55,28,180,53,164,Private
12759,161,58,10,163,169,Private
12762,163,28,161,139,167,Public
12772,58,86,16,169,164,Private
12775,72,161,162,12,163,Private
12778,167,16,73,74,3,Private
12779,161,164,71,162,163,Private
12781,64,58,161,28,169,Public
12784,163,181,161,57,162,Private
12785,164,162,53,163,161,Private
12799,9,163,169,73,28,Private
12801,137,163,72,169,73,Private
12804,167,58,166,57,66,Private
12808,67,137,167,162,161,Public
12809,66,9,162,181,161,Private
12810,8,44,169,168,162,Private
12823,53,197,51,28,71,Private
12826,163,168,71,169,161,Private
12827,163,69,76,77,61,Private
12829,28,163,61,71,82,Public
12833,138,146,12,36,14,Private
12834,164,21,12,132,161,Private
12846,161,12,77,73,181,Private
12847,181,28,17,163,72,Public
12851,28,58,169,53,163,Private
12854,7,9,162,28,163,Private
12857,84,77,44,52,51,Private
12861,53,163,44,74,28,Public
12862,164,66,130,60,44,Public
12864,73,168,57,69,25,Private
12869,66,73,163,77,161,Private
12871,58,163,164,169,77,Private
12874,169,166,10,181,55,Private
12880,57,54,9,167,181,Private
12881,163,28,71,169,181,Private
12882,180,161,10,64,163,Public
12885,56,180,9,55,3,Private
12886,162,52,6,73,3,Private
12891,60,169,167,74,73,Private
12893,181,57,166,4,169,Private
12895,137,57,162,164,72,Private
12898,55,7,169,69,167,Public
12900,161,74,57,71,163,Public
12902,28,9,72,162,163,Private
12904,53,94,13,116,181,Public
12910,168,161,170,57,71,Public
12912,15,168,28,20,164,Private
12913,76,12,162,77,161,Public
12916,163,39,82,16,167,Private
12923,73,167,57,53,164,Private
12924,168,44,54,181,164,Private
12928,164,181,218,74,72,Public
12932,76,166,161,103,162,Public
12936,141,169,28,162,77,Private
12938,73,167,129,57,161,Private
12945,138,128,151,130,188,Private
12947,162,163,73,3,170,Private
12953,168,28,181,57,169,Public
12954,68,181,227,73,25,Private
12962,167,72,168,169,164,Private
12963,52,161,164,58,66,Private
12964,55,163,170,53,2,Private
12969,28,12,9,169,162,Public
12970,14,51,12,161,44,Private
12972,28,72,53,181,164,Private
12975,181,163,164,57,69,Private
12980,167,161,72,3,73,Private
12981,12,163,169,73,167,Private
12982,67,6,57,164,77,Private
12983,51,72,168,167,20,Private
12985,67,181,161,178,64,Private
12987,53,61,162,73,161,Private
12988,144,163,71,161,12,Private
12989,71,165,164,161,66,Private
12993,6,67,15,42,71,Private
12996,55,166,73,168,83,Private
12997,9,73,167,169,164,Public
13002,9,53,163,28,162,Private
13003,162,161,164,163,73,Public
13008,168,161,181,73,25,Private
13009,133,8,162,55,66,Private
13013,74,60,6,169,75,Public
13017,163,169,164,69,176,Public
13018,181,164,161,73,57,Public
13021,28,168,161,57,181,Public
13024,166,163,169,161,162,Private
13025,69,162,165,9,227,Public
13028,67,181,168,164,75,Private
13030,73,167,164,3,162,Private
13032,58,9,162,8,161,Public
13033,60,132,21,69,181,Private
13036,73,57,164,82,192,Public
13037,67,141,166,28,53,Public
13038,163,73,169,166,91,Public
13039,66,170,73,164,71,Private
13041,167,163,46,168,13,Private
13044,91,164,181,72,44,Private
13045,51,161,57,162,28,Public
13046,169,163,73,12,57,Private
13048,181,10,73,164,169,Private
13049,162,77,21,166,142,Private
13051,168,181,163,53,20,Public
13057,64,161,25,42,163,Private
13059,167,58,161,71,73,Public
13060,162,72,71,57,161,Private
13061,57,181,161,170,169,Public
13063,58,163,168,73,149,Private
13070,12,168,161,181,73,Public
13071,20,66,167,180,3,Public
13078,9,73,8,103,28,Private
13083,28,9,169,162,13,Private
13087,28,164,58,144,54,Private
13099,181,168,163,52,44,Private
13107,163,28,73,181,66,Private
13111,52,144,172,53,166,Private
13119,58,73,12,167,21,Private
13121,180,161,167,82,73,Private
13125,162,169,58,170,163,Private
13128,60,51,57,61,169,Private
13133,28,181,164,82,11,Private
13135,164,65,163,73,15,Private
13136,162,167,9,73,74,Public
13139,66,71,161,167,164,Private
13143,66,3,166,164,58,Private
13144,74,15,55,51,164,Private
13149,167,169,11,163,181,Private
13150,166,162,167,164,44,Private
13151,163,162,169,57,18,Private
13154,181,64,167,73,128,Public
13158,161,167,28,58,170,Public
13162,56,163,2,58,161,Private
13165,169,181,9,134,175,Private
13169,164,91,53,181,166,Private
13171,42,161,164,72,73,Public
13173,161,162,17,167,73,Private
13176,67,135,164,30,6,Private
13178,9,161,58,219,181,Public
13180,164,169,162,161,181,Private
13182,169,161,28,163,162,Public
13185,37,169,161,16,12,Private
13186,161,170,162,169,163,Public
13190,56,163,94,164,69,Private
13192,166,12,28,150,181,Private
13194,163,72,181,20,166,Private
13199,163,9,73,168,166,Public
13205,165,28,52,163,164,Private
13212,161,164,169,72,162,Public
13215,66,164,162,73,161,Private
13219,73,189,64,58,28,Private
13232,103,185,36,52,178,Private
13238,163,181,167,69,166,Public
13240,94,161,151,167,69,Private
13242,66,76,170,164,135,Private
13245,72,169,180,176,76,Public
13246,178,69,169,52,42,Private
13249,164,181,58,169,73,Public
13257,170,134,8,80,164,Private
13259,66,167,71,168,73,Private
13261,72,181,25,63,162,Private
13262,19,169,163,162,161,Private
13267,51,74,97,180,28,Public
13269,74,28,67,66,71,Public
13272,161,167,52,164,55,Private
13274,58,73,65,11,164,Private
13280,56,163,66,191,175,Public
13282,161,169,163,166,145,Private
13283,16,161,137,167,28,Public
13285,16,164,64,163,42,Public
13289,72,167,28,12,162,Public
13292,148,71,30,42,161,Public
13301,64,73,169,72,181,Private
13302,74,44,163,175,3,Private
13303,44,72,173,162,52,Private
13304,162,54,73,134,161,Private
13306,73,181,170,51,161,Private
13314,164,163,162,161,130,Public
13323,135,161,28,55,58,Public
13324,163,164,73,161,137,Private
13325,164,73,162,167,28,Private
13326,66,10,168,3,167,Private
13327,167,168,181,161,164,Private
13328,73,167,9,162,164,Public
13329,55,74,36,6,75,Private
13333,7,9,16,169,165,Private
13339,162,73,167,57,58,Private
13340,170,163,164,167,28,Public
13341,56,72,77,3,143,Private
13342,77,130,58,30,52,Public
13343,91,57,7,73,161,Private
13348,12,163,130,161,66,Private
13351,61,162,163,161,167,Private
13357,164,36,9,162,181,Private
13360,72,52,135,28,163,Private
13372,74,161,181,12,169,Private
13380,52,185,163,164,178,Public
13386,178,181,72,83,167,Private
13388,9,28,32,67,164,Public
13390,169,161,3,66,73,Private
13392,10,161,167,133,12,Private
13393,66,132,169,163,59,Private
13396,164,74,176,163,181,Public
13400,10,71,163,164,130,Private
13402,72,169,13,8,181,Public
13407,164,28,161,73,169,Private
13410,176,162,8,28,169,Private
13412,161,89,24,130,71,Private
13414,162,57,12,168,14,Public
13416,73,4,161,150,163,Private
13417,72,96,166,132,57,Public
13418,164,8,145,163,54,Public
13419,105,69,117,169,168,Private
13420,52,72,57,28,169,Public
13427,162,161,185,69,72,Private
13431,162,181,169,2,28,Private
13436,163,169,73,161,162,Public
13437,145,12,170,57,163,Private
13444,168,38,12,13,73,Public
13446,52,164,161,163,58,Public
13448,44,161,51,133,170,Private
13455,28,169,176,161,66,Private
13459,187,170,66,137,55,Private
13464,91,92,48,59,185,Private
13476,52,12,178,60,132,Private
13478,130,181,60,170,73,Public
13487,161,145,55,8,162,Public
13492,73,162,167,161,37,Private
13498,66,167,161,73,162,Private
13500,166,56,162,163,168,Private
13501,28,162,57,54,181,Private
13503,35,1,28,73,55,Private
13508,163,28,164,169,83,Public
13510,141,28,73,164,167,Private
13511,21,162,145,167,137,Private
13512,135,162,176,57,28,Public
13515,164,162,144,181,73,Public
13524,167,164,133,58,163,Private
13525,161,58,9,149,150,Private
13537,52,194,185,162,74,Public
13541,53,11,74,6,52,Private
13545,9,169,170,72,103,Private
13546,8,145,66,53,56,Private
13548,57,164,181,170,69,Private
13549,163,181,161,168,167,Private
13550,28,162,73,173,181,Private
13552,169,58,181,161,149,Private
13554,164,162,73,52,74,Private
13563,132,53,164,21,71,Private
13566,162,77,164,66,170,Private
13567,163,167,169,164,161,Private
13570,163,164,58,161,162,Public
13582,170,164,72,79,162,Public
13583,20,57,8,53,164,Public
13588,164,161,167,47,58,Private
13590,12,73,28,169,162,Private
13591,58,164,73,181,9,Private
13592,137,23,149,163,168,Private
13594,73,163,57,89,58,Public
13595,64,74,180,161,82,Public
13602,169,54,28,20,97,Public
13604,28,162,56,169,142,Private
13605,167,12,163,63,181,Public
13607,164,166,28,163,12,Private
13613,73,8,59,167,12,Public
13617,57,74,170,176,164,Public
13630,28,103,72,164,163,Private
13633,169,161,181,60,165,Private
13640,181,170,3,161,162,Private
13643,66,9,161,137,163,Private
13644,161,58,176,57,53,Private
13645,162,44,167,211,72,Private
13648,77,125,169,83,66,Public
13650,162,57,53,163,132,Private
13652,126,71,161,55,169,Private
13657,12,66,163,181,9,Private
13658,74,73,169,163,58,Public
13660,57,164,12,71,25,Private
13662,145,164,8,161,9,Private
13668,166,69,52,162,135,Private
13669,169,161,162,181,166,Public
13671,167,181,28,169,69,Private
13677,73,162,138,181,3,Private
13678,28,170,161,163,52,Public
13686,135,169,42,55,161,Private
13694,161,72,61,14,169,Public
13697,21,161,52,20,162,Public
13698,166,163,57,161,73,Public
13704,163,12,103,77,161,Private
13706,169,164,161,44,167,Private
13708,71,72,185,75,164,Private
13709,167,73,162,130,161,Public
13713,40,71,164,20,189,Public
13717,58,169,149,161,170,Private
13720,161,10,60,164,132,Private
13733,168,173,72,57,52,Private
13743,163,74,66,167,168,Private
13746,169,52,69,181,94,Private
13747,161,162,73,8,9,Private
13750,28,57,71,12,73,Public
13752,67,163,167,82,71,Private
13754,66,9,55,163,168,Public
13756,133,73,170,76,169,Private
13763,55,6,73,164,59,Private
13772,69,162,133,163,21,Private
13774,73,131,14,51,2,Public
13777,164,71,169,163,181,Private
13778,164,73,167,37,161,Private
13779,181,167,163,162,59,Private
13783,163,178,58,134,71,Public
13785,161,13,25,8,28,Public
13790,66,162,10,12,163,Public
13797,161,66,164,163,73,Private
13802,12,164,162,58,54,Private
13803,181,12,57,74,163,Private
13804,3,82,73,71,163,Public
13808,170,161,59,167,73,Private
13813,167,31,181,143,176,Private
13817,170,181,32,169,21,Private
13822,53,71,4,164,57,Private
13828,130,73,167,61,162,Public
13835,57,51,163,170,72,Private
13840,181,72,66,169,21,Public
13843,181,130,167,135,73,Private
13844,164,168,161,12,73,Private
13845,66,80,170,71,58,Public
13851,173,145,73,163,10,Private
13854,163,137,66,162,161,Public
13859,164,57,162,161,170,Private
13860,21,180,169,162,9,Private
13862,168,73,164,55,161,Public
13866,29,1,167,130,143,Public
13869,53,58,162,144,73,Private
13874,181,56,73,206,74,Public
13881,168,162,164,55,166,Private
13887,185,181,163,57,169,Private
13890,164,103,163,167,133,Private
13891,72,3,164,28,135,Public
13894,56,73,164,168,72,Private
13899,168,142,164,65,161,Private
13900,12,178,58,28,162,Private
13902,54,67,25,176,12,Public
13903,28,44,167,57,166,Public
13909,11,167,169,66,55,Private
13915,162,170,53,164,161,Private
13921,73,168,28,176,171,Private
13922,55,161,9,164,132,Public
13931,170,169,163,164,72,Public
13937,28,53,76,30,71,Private
13938,161,66,163,167,75,Public
13940,167,12,176,72,69,Public
13942,130,57,163,9,170,Private
13945,52,162,57,66,161,Public
13948,162,170,161,69,10,Private
13955,74,161,132,51,28,Public
13962,71,130,17,75,15,Public
13963,53,16,166,170,75,Private
13964,67,130,71,119,14,Public
13966,73,176,181,66,161,Private
13967,44,53,163,165,169,Private
13969,164,9,169,181,72,Private
13970,135,187,54,73,72,Private
13972,169,91,12,170,162,Private
13976,145,162,176,53,72,Public
13977,162,73,58,28,77,Private
13978,130,17,9,161,8,Public
13985,169,60,163,149,181,Private
13986,72,163,168,76,162,Public
13987,161,28,73,162,74,Private
13988,168,9,161,73,59,Public
13989,164,9,181,12,163,Private
13990,164,134,169,57,167,Private
13991,162,161,181,57,72,Private
13993,167,16,163,161,164,Public
13996,71,167,73,31,163,Public
13997,164,12,57,21,60,Private
13999,162,73,3,69,164,Private
14002,185,57,181,176,161,Private
14004,23,74,55,72,20,Private
14006,73,164,142,161,77,Public
14007,163,167,181,73,164,Private
14010,60,176,18,42,8,Private
14016,59,86,163,75,168,Public
14019,16,175,80,165,71,Private
14020,164,181,135,161,169,Private
14022,171,71,51,164,163,Private
14024,144,161,169,181,77,Private
14025,57,12,38,58,60,Private
14026,169,52,162,74,164,Public
14029,66,73,28,69,71,Private
14031,73,164,94,167,58,Private
14034,132,73,188,163,144,Private
14044,173,44,164,162,227,Private
14046,58,73,161,12,164,Private
14048,70,73,84,82,173,Private
14059,162,161,57,164,10,Private
14063,181,174,57,72,58,Public
14067,66,76,28,149,58,Public
14072,52,61,163,162,73,Private
14075,20,142,52,164,71,Private
14084,181,71,170,163,67,Public
14086,73,71,25,162,161,Public
14089,181,162,142,169,3,Public
14091,169,28,71,58,57,Private
14092,12,132,163,55,161,Public
14094,163,73,185,7,91,Public
14096,71,73,163,169,161,Public
14101,55,44,168,53,181,Public
14106,53,36,74,54,40,Private
14110,132,169,58,72,180,Public
14115,191,20,59,176,72,Private
14126,165,67,16,28,161,Public
14127,167,169,20,187,163,Public
14132,167,163,28,162,73,Private
14133,163,169,69,178,181,Private
14141,57,142,162,181,72,Public
14142,181,74,73,168,169,Private
14145,205,168,78,161,163,Public
14146,169,52,161,28,164,Private
14149,73,167,168,162,169,Private
14155,164,58,181,162,69,Public
14156,71,181,3,65,174,Private
14157,20,73,40,44,8,Private
14166,12,55,162,82,56,Private
14168,169,55,12,82,163,Private
14172,164,74,167,181,173,Private
14176,83,163,169,67,149,Public
14181,20,36,42,169,53,Private
14184,133,58,164,73,69,Private
14186,51,52,66,56,72,Private
14192,181,161,170,69,44,Private
14195,73,71,58,180,163,Private
14206,172,161,171,73,165,Private
14209,28,74,14,161,164,Private
14210,161,75,134,60,28,Public
14213,66,169,52,164,74,Private
14214,21,163,58,51,162,Private
14217,161,164,66,73,69,Private
14219,181,164,163,161,162,Public
14220,145,28,8,168,73,Private
14221,55,142,64,161,44,Public
14223,42,162,161,166,69,Public
14227,161,20,166,73,163,Private
14240,167,66,16,25,163,Private
14246,161,53,73,69,8,Public
14247,169,163,187,72,164,Private
14248,77,8,72,163,162,Private
14250,77,167,161,162,7,Public
14256,181,86,169,136,166,Public
14257,73,162,161,58,163,Private
14264,12,66,164,162,53,Private
14265,52,163,169,28,73,Private
14266,28,167,164,73,162,Public
14276,164,72,71,76,144,Private
14284,161,165,76,58,55,Private
14288,164,168,162,169,58,Public
14289,169,55,57,188,167,Private
14295,169,57,21,163,168,Public
14296,162,144,73,82,66,Private
14297,162,72,42,73,163,Private
14316,44,9,169,72,164,Private
14320,163,60,170,164,161,Private
14321,67,74,9,51,7,Public
14323,58,37,168,53,60,Public
14325,163,9,164,12,53,Private
14328,164,6,26,71,112,Private
14330,162,164,185,163,7,Public
14333,219,28,165,166,53,Private
14338,162,164,72,28,52,Public
14343,71,74,170,52,44,Private
14345,55,163,161,44,144,Private
14349,69,163,168,161,66,Public
14351,164,181,25,185,163,Private
14352,60,169,138,44,134,Private
14354,170,13,181,73,163,Public
14357,185,72,53,8,187,Public
14358,144,164,181,161,162,Private
14362,167,28,164,57,163,Private
14370,178,71,73,72,6,Private
14371,55,170,3,132,181,Private
14372,163,69,161,28,170,Private
14374,170,162,53,77,56,Private
14375,74,55,11,60,53,Private
14378,61,57,167,58,164,Private
14384,57,163,73,181,53,Private
14386,66,178,12,163,58,Public
14387,64,69,169,73,65,Public
14393,163,161,103,156,28,Private
14395,80,163,58,73,164,Public
14404,103,162,176,164,163,Private
14405,3,37,164,169,167,Private
14411,73,65,137,174,52,Public
14412,164,135,9,28,161,Private
14414,52,54,132,57,74,Private
14416,189,15,169,181,43,Public
14417,75,64,169,66,92,Private
14424,164,28,132,44,163,Private
14426,73,169,13,12,9,Private
14428,53,38,64,67,69,Private
14433,170,71,149,28,167,Public
14434,163,143,164,58,181,Private
14437,53,162,54,74,164,Private
14446,9,10,163,161,166,Private
14448,163,51,71,161,162,Private
14449,174,163,73,58,66,Private
14457,167,95,16,73,162,Public
14459,8,169,162,58,164,Private
14460,57,137,181,53,64,Private
14464,164,66,13,72,28,Private
14468,73,163,86,71,135,Private
14472,141,44,185,74,161,Private
14473,167,57,71,10,163,Private
14475,167,164,163,10,66,Private
14482,9,164,28,161,44,Private
14486,54,161,72,73,28,Private
14487,57,170,3,53,164,Public
14503,60,52,169,13,44,Public
14508,58,163,51,164,66,Private
14509,164,57,181,55,71,Private
14510,161,28,12,162,167,Private
14516,161,54,181,163,58,Public
14522,163,73,161,40,28,Public
14525,73,167,163,162,169,Private
14536,164,167,181,161,162,Public
14538,55,162,57,7,72,Private
14544,71,170,168,162,181,Private
14545,168,162,12,66,69,Private
14546,56,73,164,64,58,Public
14547,30,73,163,161,10,Public
14558,3,73,169,161,180,Private
14562,170,73,80,79,161,Private
14570,72,66,164,162,132,Public
14571,166,52,164,57,55,Private
14572,28,54,188,169,52,Private
14579,56,112,181,185,145,Public
14581,71,20,130,42,74,Private
14582,181,76,169,132,44,Public
14586,163,13,162,161,53,Private
14595,73,61,57,167,162,Private
14597,162,71,163,16,28,Private
14599,77,72,189,168,162,Public
14602,164,61,73,163,9,Public
14605,72,169,66,44,132,Private
14606,57,67,142,20,164,Private
14607,74,168,162,44,161,Private
14608,181,164,161,11,53,Private
14612,161,73,181,167,66,Private
14615,53,163,170,55,168,Private
14621,170,167,55,72,163,Public
14625,164,31,73,167,170,Private
14626,66,163,170,161,74,Public
14629,20,71,162,166,151,Private
14632,58,9,163,74,73,Private
14634,70,58,185,164,206,Private
14636,25,74,164,144,175,Private
14637,73,7,57,166,135,Public
14644,69,8,163,66,169,Private
14645,82,163,164,161,58,Private
14661,161,168,28,164,44,Private
14663,169,163,156,162,161,Public
14664,167,73,58,181,176,Private
14670,164,161,57,169,162,Private
14674,53,181,73,163,169,Private
14680,169,12,164,130,64,Private
14681,77,28,73,169,9,Private
14682,66,170,162,73,181,Public
14683,71,10,164,145,161,Private
14692,162,52,44,66,164,Public
14700,94,162,161,28,167,Private
14705,164,162,28,163,56,Private
14707,73,164,57,170,169,Private
14709,73,169,161,167,9,Private
14710,170,52,164,165,9,Public
14714,169,72,167,161,58,Private
14716,42,71,9,137,75,Private
14717,169,31,164,167,73,Private
14722,64,56,167,163,162,Public
14728,71,2,164,120,75,Public
14730,76,170,163,13,171,Private
14733,164,168,167,44,52,Private
14736,167,162,73,132,9,Private
14739,58,161,81,51,132,Private
14742,75,164,9,163,42,Private
14749,42,71,6,163,20,Private
14754,162,20,130,73,169,Private
14765,8,171,28,58,57,Private
14766,145,58,163,9,4,Private
14775,167,166,71,74,73,Public
14776,66,161,162,163,170,Private
14784,7,132,164,54,168,Private
14786,58,170,9,135,161,Private
14789,53,163,141,162,128,Private
14795,162,168,72,169,164,Private
14797,61,167,169,15,76,Private
14802,161,171,163,77,21,Public
14804,169,176,164,181,57,Public
14809,187,169,164,163,52,Private
14811,163,20,132,69,28,Private
14815,53,162,161,169,72,Public
14821,169,94,56,162,73,Private
14822,167,72,128,61,169,Private
14835,55,161,132,181,72,Public
14837,145,163,181,10,28,Private
14838,76,28,71,181,161,Private
14840,5,75,161,73,167,Private
14841,28,162,53,82,71,Private
14844,162,132,164,156,28,Private
14847,82,43,163,73,14,Private
14848,161,186,73,28,164,Public
14861,181,169,168,12,6,Private
14865,162,169,73,164,72,Private
14868,143,162,7,69,191,Public
14869,162,170,10,58,72,Private
14872,57,58,162,163,73,Public
14873,164,28,8,72,73,Private
14874,169,61,162,71,167,Private
14875,53,75,42,163,74,Private
14885,168,3,161,167,169,Private
14887,56,167,55,12,170,Public
14889,73,162,169,163,10,Private
14890,134,22,76,58,164,Private
14894,69,10,169,77,76,Private
14896,163,161,167,73,72,Private
14898,132,181,58,73,162,Private
14900,57,169,181,12,161,Private
14904,170,71,181,167,161,Private
14908,162,13,170,163,166,Private
14911,162,163,181,169,9,Private
14912,170,67,55,11,44,Private
14914,169,132,8,9,73,Private
14918,164,162,28,161,66,Private
14926,162,132,161,135,72,Public
14928,82,166,36,163,73,Private
14929,73,137,52,75,141,Private
14930,162,133,28,73,166,Public
14933,31,161,181,73,9,Private
14935,164,73,82,130,17,Public
14937,74,164,28,169,163,Private
14940,14,97,4,137,28,Private
14944,55,72,168,53,163,Public
14945,175,165,164,12,54,Private
14948,53,167,7,73,170,Private
14950,169,28,163,181,42,Private
14954,161,167,57,77,73,Private
14960,163,169,170,167,71,Private
14967,58,171,12,162,164,Private
14976,168,21,31,68,36,Private
14979,163,181,31,57,53,Public
14982,20,168,73,9,12,Public
14991,167,169,76,77,28,Public
14994,20,28,164,170,10,Private
14995,218,163,72,42,162,Private
14996,64,12,55,67,28,Public
15003,46,167,163,161,176,Private
15007,162,174,181,11,74,Private
15008,161,164,76,72,168,Private
15010,161,12,168,162,167,Private
15011,164,71,16,176,161,Private
15015,58,163,28,167,66,Private
15016,162,149,163,181,161,Private
15022,170,28,71,12,69,Private
15024,141,77,28,142,164,Private
15026,161,20,164,162,52,Public
15027,168,75,169,59,72,Private
15035,163,161,162,185,13,Public
15038,168,145,161,164,167,Public
15041,161,162,168,170,181,Private
15042,172,181,69,163,73,Private
15044,170,57,168,12,181,Private
15045,55,167,44,69,80,Public
15046,28,9,181,167,72,Public
15047,8,169,170,12,57,Private
15053,28,5,181,161,71,Private
15060,161,64,134,164,168,Public
15061,164,66,187,163,167,Private
15063,162,21,72,77,58,Private
15073,158,69,56,163,94,Private
15077,74,166,44,163,161,Private
15082,164,181,132,168,94,Private
15083,181,213,168,73,163,Private
15085,181,130,164,134,12,Private
15088,71,53,42,169,74,Private
15089,28,72,164,15,132,Public
15091,12,163,162,161,28,Private
15098,58,145,163,73,52,Public
15102,12,73,72,66,170,Private
15105,161,53,74,162,10,Private
15111,170,169,163,181,73,Private
15121,12,130,72,181,73,Private
15123,28,9,163,168,164,Private
15125,181,169,161,72,20,Public
15128,161,162,163,180,3,Private
15130,10,164,61,161,162,Private
15134,163,132,9,64,162,Public
15135,71,20,162,161,51,Private
15137,17,66,161,52,51,Public
15145,53,185,167,168,164,Private
15146,127,144,44,163,227,Private
15157,71,162,161,181,167,Public
15161,116,20,169,8,141,Private
15163,28,168,62,167,10,Private
15164,73,181,144,44,163,Private
15165,170,74,167,187,52,Private
15171,161,57,73,8,28,Public
15172,7,163,170,161,153,Private
15178,164,181,20,73,51,Private
15190,164,169,181,55,163,Private
15195,73,74,164,8,72,Private
15198,73,167,169,181,161,Private
15199,55,181,145,73,71,Private
15200,72,9,44,135,52,Private
15201,53,7,172,162,9,Private
15205,69,161,181,72,42,Private
15207,163,167,66,12,169,Public
15208,73,55,169,163,164,Private
15209,162,163,52,161,164,Private
15211,163,181,72,58,162,Private
15216,170,44,167,12,161,Public
15220,163,137,73,164,168,Private
15224,162,12,167,168,57,Public
15232,134,169,163,161,164,Private
15234,132,164,42,52,17,Private
15236,28,163,75,164,161,Private
15242,165,75,163,167,164,Public
15245,12,161,163,10,162,Public
15252,28,52,132,44,72,Private
15253,74,166,137,181,52,Private
15258,161,167,163,231,73,Private
15262,54,53,166,137,38,Private
15263,67,51,71,162,24,Public
15264,54,168,73,169,44,Private
15266,162,170,12,25,163,Private
15273,91,167,57,163,60,Public
15274,181,189,25,169,164,Private
15280,17,16,166,149,3,Private
15283,73,104,167,71,82,Public
15289,10,162,9,164,181,Private
15291,163,161,73,181,12,Public
15292,28,163,66,10,176,Private
15295,20,42,67,128,65,Private
15297,176,164,60,161,167,Private
15298,137,51,71,14,181,Private
15299,57,55,162,72,59,Private
15304,28,170,163,169,167,Private
15305,167,28,13,163,80,Private
15308,20,130,161,73,151,Public
15312,163,169,166,170,12,Public
15317,162,170,164,56,169,Public
15320,170,181,189,69,73,Private
15321,66,168,74,169,55,Public
15323,73,162,176,167,149,Private
15324,73,167,37,164,55,Private
15328,181,193,56,170,166,Private
15331,164,12,169,162,66,Private
15333,178,185,74,3,71,Private
15334,169,230,156,167,181,Private
