Id,Reputation,Views,UpVotes,DownVotes,AccountAgeDays,DaysSinceLastActivity
3115,3843,834,81,16,5058,186
38937,5543,2094,851,53,5058,49
4315,20488,778,798,29,4993,52
17673,30528,8603,725,233,5050,70
11005,5326,931,366,13,5260,3705
3639,24014,2393,1432,197,5260,70
48898,3316,318,110,17,5028,126
19642,2342,114,75,3,5028,98
17403,2311,270,73,8,5312,48
33980,57087,3338,3753,158,5366,51
9871,3804,326,333,2,5366,51
13543,14833,659,93,20,5366,123
21709,2929,224,52,9,5366,643
11962,16897,2625,475,41,5366,295
6362,57676,3359,1672,117,5236,87
49763,2035,178,105,6,5236,48
29488,3403,684,134,42,5350,63
27775,676,57,14,3,5350,939
32033,6303,1352,706,25,5350,52
11093,23312,494,368,5,5139,49
24022,16851,2098,1482,29,4964,49
33995,9061,1030,342,0,4964,48
9676,16645,2130,737,30,5058,48
16131,5158,314,50,18,5323,308
5216,4987,381,127,7,5524,354
43280,11566,565,1137,68,5481,341
15747,6763,538,146,6,5481,58
32827,62447,903,240,10,5083,75
42104,10525,285,86,20,5083,58
41728,10564,910,34,31,5083,1383
5655,4714,9556,41,30,5083,206
22435,3388,494,1775,16,5028,81
3285,4808,361,100,7,4964,68
27447,7999,1202,1675,6,4964,101
11486,17745,1341,4957,154,5273,72
2561,4367,2621,1334,3980,5312,57
51313,6012,235,1258,13,5058,879
45897,9263,744,279,42,5408,48
42194,47109,6565,20888,29,5366,48
50503,3273,322,149,14,4984,77
48489,11042,603,118,8,4984,49
12515,6789,1319,191,39,5524,49
45260,115381,6905,3139,508,5524,565
25006,10459,546,53,5,5524,2974
2552,25202,1133,1556,4,5350,48
29643,6690,568,159,7,5037,502
35104,2746,275,308,9,5037,173
12747,3633,425,179,16,5037,115
42413,22657,1176,1997,123,5481,107
17079,15624,1303,370,44,5481,48
48278,12702,441,13,0,5481,829
41913,8742,955,985,15,5162,49
1306,3159,237,89,4,5148,49
14615,32753,1960,521,144,5195,48
10787,4067,450,377,8,5195,51
23207,6368,586,1163,3,5075,49
37854,60244,5381,7111,14667,5322,48
33877,27185,1049,454,13,5322,90
51341,58101,3422,1561,194,5322,50
26761,50537,6097,2537,180,4984,60
33550,857,66,38,0,4964,2398
51502,11688,1765,962,350,4964,95
32964,9986,866,106,33,5273,49
10669,8220,867,269,29,5100,477
35160,4306,499,398,15,5350,532
6443,38197,3403,1112,63,5350,242
33477,4415,217,159,2,5350,71
15654,46425,5947,1016,120,5350,236
17972,2515,682,128,4,5481,48
21322,14091,796,1279,38,5558,48
36141,24167,8392,1238,1176,5312,322
11701,473,52,9,1,5312,1079
7162,631,285,2127,84,5037,50
47879,16536,903,538,2,5162,48
51538,4787,657,88,9,5148,3759
15035,6651,638,462,73,5148,67
1390,9226,464,2514,5,5058,51
48979,80316,9545,2868,324,5058,48
30414,2680,334,335,2,5058,428
9968,387,38,6,0,5177,1409
31814,14892,667,301,6,5113,3883
35363,3665,226,440,5,5523,85
21325,184754,9355,3973,125,5523,48
39145,40732,1681,870,5,5350,48
36684,1671,156,131,17,5350,112
44352,4152,203,420,11,4964,466
32869,3048,318,38,2,5366,48
14166,6757,631,283,16,5083,3944
19006,28366,1536,416,25,5273,49
26646,26989,2312,693,61,5481,48
39982,7160,648,991,10,5481,50
45817,7277,860,1152,92,5481,852
8130,4058,398,48,17,5075,278
20528,5350,464,1290,88,5162,49
50683,16456,720,127,7,5322,645
38952,6524,1050,2046,21,5139,323
51078,26275,2206,765,5,5058,157
51004,64656,6821,5791,5081,5058,48
2954,17519,881,304,144,5058,550
926,11860,1768,347,787,4963,50
16828,6090,291,32,6,5312,3435
2271,5505,497,210,0,5312,212
34133,24613,1620,411,8,5312,225
18397,31216,3272,3188,60,5312,49
18307,11307,540,133,8,5312,57
733,3949,565,388,8,5523,50
30305,33351,3465,788,49,5523,49
47978,2481,561,264,3,5523,52
33425,11832,1003,154,14,5523,2897
10198,7288,618,352,17,5083,159
13174,8676,374,455,17,5481,49
43404,39978,2334,2288,520,5481,50
9145,2751,504,31,2,5481,1523
2796,44030,3469,596,135,5148,48
19395,159862,28836,521,626,5259,49
21586,10002,978,732,4,5058,1426
29702,4987,359,686,23,5058,63
27761,43007,6157,2647,51,5523,55
45072,1413,245,190,3,5523,858
324,22337,3361,3724,220,5523,49
14022,1883,168,403,116,4984,2046
32740,109143,11855,9172,116,5236,48
30713,702,163,69,0,5083,48
32569,3738,697,245,57,5083,55
31261,1586,383,1976,7,5083,54
37805,27522,3089,826,218,5273,49
5516,13972,801,1460,18,5366,49
2950,6444,252,112,28,5366,55
13644,10850,671,1179,15,5366,48
19655,14371,1560,488,26,5366,48
36524,23626,1885,2119,121,5436,59
45107,1096,128,75,3,5113,545
27693,1598,341,108,10,5113,1035
12505,66093,10227,4154,423,5481,48
42257,11002,387,1820,44,5481,49
1280,692,47,10,2,5075,2143
47237,60457,9212,2387,970,5350,48
14726,1429,78,120,2,5522,3804
38404,12623,983,6949,16,5223,49
44381,12242,1094,2316,25,5162,49
10310,3955,382,362,2,5037,2982
22860,4363,755,69,50,5027,304
4701,17127,1556,4127,5,5313,48
2921,12787,1569,455,21,4963,1207
26408,100689,16866,1185,203,5481,48
40675,9186,610,719,22,5481,48
44539,2751,1143,335,1,5480,253
10079,7802,451,548,7,5050,104
44111,15528,1698,1188,57,5522,48
4383,41880,1849,978,45,5522,478
50092,51324,12555,5706,11,5522,49
6638,152985,9059,7142,488,5522,302
13009,49145,4634,2414,159,5366,48
1469,8210,536,430,19,5366,298
15594,20657,1926,710,228,5236,94
19135,2246,257,160,1,5148,50
19253,20005,2225,974,1618,5148,807
21942,15666,426,729,68,5148,50
49826,1548,167,592,7,5139,48
9153,20343,2123,145,29,5139,49
20094,21100,1789,331,1,5139,49
10482,3448,71,36,1,5350,1756
44396,1316,98,98,6,5113,575
46769,3478,147,62,0,5480,3493
41376,20315,1757,1262,31,5480,48
7097,8307,979,1523,52,5480,308
27217,7761,1090,112,2,5480,587
51196,12021,2358,91,149,5480,49
42224,15603,1906,800,111,5480,52
18662,135985,10617,1752,96,5522,967
11265,121935,5800,4226,42,5522,48
13487,32374,5557,1717,128,5522,51
36757,7565,1948,434,158,5588,61
4408,61256,3659,1135,338,5587,68
7981,3185,504,17,6,5139,1603
13665,626,50,55,3,5139,559
30575,5890,570,658,16,5027,382
34499,6991,843,204,57,5236,49
24632,40583,5603,2641,43,5521,49
25961,33840,1047,1280,18,5074,1750
50696,5262,829,525,5,5480,50
39731,32665,1968,2031,88,5480,415
36146,3433,301,270,3,5365,785
14379,6267,540,409,13,4984,724
16400,6824,752,542,13,5587,294
1190,185,63,1,0,5587,4609
15761,149660,29660,3451,13980,5223,262
41185,5546,482,1487,12,5037,52
24868,85756,9133,2244,338,5728,110
45764,3864,202,12,1,5161,581
5587,25218,2354,2303,276,5113,51
46571,13546,1068,629,428,5158,53
7336,2154,660,708,15,5058,213
19345,6759,266,190,14,5058,157
19600,23590,1607,233,38,5148,62
46525,26299,722,1215,20,5139,73
29418,1965,259,349,10,5027,1837
534,31511,1521,1660,285,5050,49
2578,7620,626,310,39,5050,238
22183,145275,14242,2953,1427,5236,49
12387,15172,1582,986,40,5235,781
19558,6834,218,238,9,5074,113
5056,12271,617,527,46,5083,48
10738,12625,984,840,4,5083,84
20978,11158,1033,2195,64,5223,52
39388,1869,200,217,8,5223,1669
25162,469,72,47,5,5223,455
29209,33483,2796,2397,102,5223,351
35711,15817,1569,128,28,5521,387
22714,37269,1489,2007,100,5521,56
48858,26401,1468,2735,18,5100,50
33760,3094,973,367,32,5099,49
48217,2313,141,40,1,5099,48
41316,6524,894,554,98,5099,126
18077,4863,240,143,5,5099,66
2087,134121,8008,3738,289,5148,51
43023,56485,6607,7073,499,5480,49
36026,3618,444,462,13,5480,49
18833,3361,357,213,6,5095,2178
46664,14232,264,347,13,5037,83
21927,7622,593,762,25,5037,50
37555,68316,3227,2027,263,5156,52
16844,14240,741,463,82,5264,49
29548,21290,1199,523,17,5036,60
41249,6796,490,278,32,5195,49
42513,22146,1171,1191,1635,5139,103
753,1457,371,237,0,5139,2072
15388,1293,187,220,128,5139,665
39092,502,31,110,2,5139,1835
19116,8424,841,656,28,5139,49
29088,11459,1713,1380,16,5083,98
44087,54404,2480,1165,5,5083,57
46886,21610,2754,4277,204,5113,49
23217,1969,125,65,2,5113,829
34898,8708,911,44,5,5365,1666
34239,7133,456,18,8,4984,1492
45064,5707,821,1590,91,5521,49
32813,1389,99,97,7,5027,49
26463,1910,1310,246,34,5552,48
5471,17079,1047,1634,111,5148,48
15316,18252,1146,125,29,5148,48
28717,7369,476,283,16,5350,1706
44639,103530,13190,1280,1518,5448,48
43262,3176,892,54,3,5448,150
5336,20092,1924,588,12,5357,534
37838,4243,374,635,0,5036,48
17144,5794,232,1018,51,5036,440
41246,39756,8153,1175,49,5017,51
21531,6863,882,899,12,5017,50
21694,20901,2879,7640,1,5235,49
20124,95237,3942,2114,142,5161,49
18300,12410,934,296,171,5161,48
30402,6822,676,528,50,5223,463
41630,36637,2024,5349,204,5113,59
27982,15503,1625,103,86,5113,630
43099,30713,2950,656,34,5587,5204
36127,1771,164,13,3,5587,1084
1300,12675,1125,1905,53,5587,48
15410,747,166,22,8,5587,705
42703,29685,3237,2857,292,5365,49
19960,3220,510,215,8,5365,80
46414,29883,2594,933,10,5479,98
923,19921,1150,685,8,5479,1371
13558,14570,2047,1329,199,5479,48
50104,27300,1225,145,23,5074,593
20475,1765,241,123,0,5083,4596
1861,534,66,7,0,5148,1481
41555,650,118,3,0,5147,3114
23975,11983,532,524,1,5057,49
43946,3330,365,47,1,5099,1769
27799,1892,140,480,8,4963,48
20071,17767,1294,428,4,5322,48
33855,3149,180,243,1,5322,63
48990,357913,32908,11013,933,5036,48
50450,342,48,70,1,5235,80
7758,4843,262,102,10,5235,623
7617,27934,3783,2126,628,5235,4621
42722,184127,15644,1193,68,5027,52
43741,4197,242,23,0,5520,4537
40949,15650,1072,977,3,5520,49
42189,12672,606,88,11,5447,74
44840,7412,314,1894,11,5447,90
7759,19217,846,752,9,5447,555
47567,29487,5680,501,67,5447,56
13640,11048,1150,2933,38,5447,103
20112,44258,2264,1156,23,5488,50
9076,186727,15600,9045,2678,5223,48
49926,17930,1385,1087,31,5083,169
34109,11367,627,1246,17,5017,172
12103,6331,270,261,9,5017,49
31850,6812,298,402,39,5177,147
36976,1061,200,5,0,5139,1346
28351,4489,466,46,1,5139,48
19754,19757,3181,4886,383,5027,49
348,47592,989,235,27,5083,270
35573,23195,3084,1869,200,5147,48
29047,15865,1711,3054,153,5147,119
18379,17,12,3,0,5147,1009
4560,1283,114,34,6,5147,870
44830,84582,28483,2030,829,5057,56
34220,10565,1584,333,62,5235,50
11202,9670,970,1316,209,4963,57
318,23604,1601,334,47,4963,262
17443,3801,417,259,11,4963,53
998,12184,723,163,3,5177,259
32027,24660,4972,328,0,5099,53
10153,4101,347,611,11,5017,269
6492,16258,455,356,25,5074,48
48172,1213,197,1,1,5074,5038
44958,49513,8875,843,38,5074,49
33289,9420,827,668,16,5074,192
165,16928,2772,3015,224,5447,49
33245,12166,725,482,9,5447,49
11517,16310,1627,343,67,5223,79
38595,1237,257,798,17,5223,56
28700,8857,1068,394,45,5027,48
28684,6582,761,912,445,5112,57
11819,7725,855,481,15,5139,192
29239,5837,479,195,15,5161,60
46717,5746,2299,1678,22,5161,57
26665,25500,2921,6026,137,5057,48
29200,6508,1459,1488,227,5057,50
16423,476,137,5,0,5322,1808
26473,8179,928,621,8,5322,51
29063,2084,634,578,85,5147,74
18483,72578,7341,983,46,5147,50
7953,26567,3328,4651,176,5147,63
4693,9307,735,428,36,5177,52
20878,25025,3488,1434,69,5177,69
14096,13779,1259,1174,19,5027,52
11067,47998,1470,2516,16,5365,74
29385,5818,242,125,3,5365,52
36014,2725,117,143,9,5365,50
23678,64845,2080,3861,189,5074,652
26205,3186,847,122,2,5017,906
15902,5753,745,349,24,5017,49
49752,6855,656,1240,112,5057,1251
7991,41618,2061,1791,6,5235,846
44645,47355,2454,1377,127,5235,53
22256,20675,2444,773,95,5235,445
4153,8933,998,241,65,5235,297
6919,22304,625,375,7,5447,239
11687,75598,5349,1203,61,5520,48
28318,11094,591,145,30,5520,2283
28249,3294,389,428,0,5520,119
8033,18022,1415,345,31,5520,50
31948,35267,5352,3722,583,5147,49
42109,11213,1466,324,50,5587,57
1162,65762,7875,1446,123,5587,49
30351,21838,1335,2265,114,5587,55
13978,21860,2669,580,54,5587,4716
30463,2534,359,286,0,5587,195
42830,5543,472,280,18,5587,372
21065,10877,1081,50,7,5587,1320
41184,5157,529,4526,70,5057,57
22686,1294,138,565,3,5138,64
10221,10222,371,758,12,5223,259
50123,11604,2122,1156,16,5223,67
22296,38490,2928,393,12,5073,319
4941,6021,652,1535,3,5273,48
20905,22940,568,162,18,5017,2445
15583,4627,508,328,6,5083,460
39950,17478,1470,970,14,5112,230
44576,32694,2484,898,336,4963,1123
3980,17146,1557,674,48,5057,52
25365,3156,183,458,3,5057,228
27259,2686,176,375,4,5161,137
25233,4793,390,1156,7,5322,51
38501,11528,912,913,75,5520,57
17329,1759,379,370,0,5520,345
12164,7461,1137,1040,885,4984,67
29400,12989,860,252,13,4984,816
14534,1642,277,823,25,4984,75
42528,33770,9498,3698,121,5312,137
6321,11060,459,1258,6,5312,719
26087,106228,9058,6075,502,5312,48
32524,7732,849,1082,1071,4993,48
33812,4596,555,309,107,4993,192
49696,8065,580,750,54,4963,238
1735,1918,460,13,1,5365,4005
14527,102,20,5,0,5365,1392
7958,9999,747,324,4,5365,253
33924,6911,443,150,11,5365,88
32807,4792,543,1266,25,5050,211
14790,3488,275,62,39,5027,238
4928,3092,651,430,8,5027,773
46840,11650,794,751,23,5447,295
12032,1000,277,44,1,5447,3322
33448,35028,2544,1009,37,5147,210
45189,71956,1744,1007,3,5147,486
12958,7342,362,189,12,5112,48
11245,2800,406,127,50,5112,50
15827,6307,552,1233,26,5112,59
28206,11354,818,663,128,5057,48
45736,4187,258,279,7,5273,169
28375,5437,440,338,3,5273,280
31798,9208,555,52,1,5016,50
36680,7807,988,582,18,5519,50
35856,65853,2391,717,342,5587,51
37015,1788,194,119,34,5587,48
8945,266920,4786,1194,297,5587,146
37522,13572,1562,258,46,5223,51
49665,2716,132,176,3,5223,307
32649,5077,393,32,4,5585,1414
23308,7955,687,1030,121,5099,48
31758,1861,177,132,10,5050,247
41018,59252,12358,3845,46,5050,555
9750,9114,966,317,59,5050,49
28181,6609,961,585,38,5138,48
1660,15747,986,410,68,4984,457
24213,4022,291,198,11,5312,64
9019,54934,3534,1144,35,5587,52
3052,33707,2306,1224,74,5587,49
44632,69106,4176,4316,311,5519,49
30267,3289,661,354,6,5519,48
45108,76650,6553,4593,200,5519,54
21503,17023,2526,1127,23,5519,49
10148,18645,931,373,2,5519,48
21656,49931,1357,1097,77,5161,48
40706,805,56,33,0,5161,421
10806,205567,10944,7029,366,5016,48
49568,4228,499,343,5,5447,2153
37477,97926,7473,749,798,5447,48
24548,1988,319,224,12,5050,48
20365,14004,708,877,162,5050,3110
15818,3324,290,103,8,5322,120
12812,5093,777,563,23,5322,136
44206,4658,230,19,1,5161,1452
44287,64999,2023,570,45,5273,185
48462,25104,1120,1791,80,5273,51
30652,2068,138,152,11,5273,658
22747,7511,365,140,87,4984,48
44532,6802,552,294,1,5042,48
20980,6039,563,129,3,4983,690
32801,3109,715,675,24,5731,76
2643,10023,1530,4896,17,5073,52
36393,9267,474,246,6,5073,58
16989,6812,540,217,2,5176,49
27198,4222,641,568,31,5138,51
24320,8272,858,765,22,5447,64
46809,47546,2760,1620,2016,5447,1746
19492,616,266,65,2,5016,4986
27885,4560,656,345,13,5161,297
14830,5953,751,127,28,5586,5421
21563,113,86,5,0,5586,52
22652,10224,1322,833,10,5586,860
4298,4977,467,1145,11,5027,73
33305,28228,1975,625,60,5027,1434
22688,16135,696,1216,222,5027,275
33804,587,87,0,1,5083,2472
7589,10251,597,240,64,5099,2611
46647,18956,1276,426,138,5099,57
350,3011,215,117,6,5312,927
30717,6267,673,736,85,5176,50
50650,3100,467,156,33,5176,212
16478,13250,811,177,0,5519,80
9774,9249,671,143,4,5519,3133
36467,4715,344,17,0,5519,4546
1478,52169,5223,2739,94,5138,113
49337,6478,323,4057,57,5447,49
1011,4094,483,2028,23,5447,1959
7837,12103,1221,566,168,5235,49
37740,32164,1723,1600,73,5161,49
5917,8849,1437,1085,128,5161,49
44561,3915,418,540,28,5223,281
14509,3820,197,62,5,5223,2987
49157,4963,154,37,0,4963,3645
32307,1967,260,122,5,4963,1310
13337,4147,395,320,17,5194,50
17440,3112,249,154,23,5322,320
6366,10408,1176,2300,4,5112,49
3521,6392,568,182,15,5147,837
2141,1300,55,138,3,5147,620
27869,10934,1620,3115,117,5027,145
2334,1574,276,0,0,5083,3227
32608,3363,308,16,2,5586,4694
51429,27097,1813,706,108,5586,112
7324,17699,772,652,7,5586,52
28041,53629,3341,2517,79,5519,58
14065,65858,3392,2068,325,5519,49
10495,1479,232,99,0,5519,59
34850,33029,2638,1741,141,5519,49
38246,3260,618,238,4,5161,52
32414,19883,1300,171,3,5161,579
13100,12112,1812,1823,14,5161,48
29562,8875,969,253,20,4993,1849
27365,14482,987,225,31,5109,1207
18853,67845,5280,9807,103,5194,49
3387,1677,553,138,0,5194,3838
20219,12833,2545,399,136,5312,652
18424,3527,840,557,7,5223,48
6090,62986,4780,1295,37,5138,131
13579,11137,501,811,233,5138,49
41762,18138,2359,712,424,5083,48
14836,4511,156,255,8,5365,188
38016,2300,83,66,4,5365,83
26078,5933,540,921,75,5365,48
8120,11179,2493,295,4,5519,121
36614,5217,624,211,8,5082,332
12846,21403,4149,1623,654,5234,89
48738,3805,276,164,6,5234,81
34079,23892,2155,494,580,5234,49
30503,9133,1864,453,27,5234,48
49403,10150,577,1174,50,5027,93
42084,4803,291,717,6,5027,767
45201,17719,9155,5669,25110,5194,48
4313,5154,359,240,7,5194,1006
34791,7473,545,111,58,5161,50
947,15232,716,253,11,5161,490
37098,2934,376,271,10,5161,85
32227,15447,1738,1881,224,5586,49
18064,44434,2800,1380,40,5586,235
51099,29437,1744,256,70,5586,48
25539,23521,2120,2758,51,5147,337
22462,1757,196,101,1,4993,245
23533,1270,83,445,0,4993,49
12346,35088,1436,848,82,4993,3095
35196,6131,362,68,22,4993,105
12421,10465,546,1026,37,4993,75
1608,1485,194,1493,5,5349,57
28539,6404,989,294,149,5026,49
11564,159632,5948,6623,714,5138,49
15908,23323,628,313,6,5138,56
20137,7991,279,1557,110,5138,836
5659,48137,5619,377,356,5146,241
29012,91238,4197,1583,110,5519,99
42625,2868,202,328,12,5036,48
38167,1349,453,86,19,5036,1391
50116,140283,8815,1197,149,5519,49
39737,22205,1218,3054,30,5519,51
18062,4460,411,821,14,5586,61
42527,10930,915,1386,9,5586,1948
23178,6144,496,114,12,5586,52
36887,16839,1551,2448,36,5160,53
50015,910,107,552,5,5160,68
43606,42041,2531,1694,13,5446,49
1495,12987,4692,205,5,5446,206
32199,5024,497,311,5,5446,67
20157,35060,4520,2138,204,5147,49
15759,1954,281,101,13,5082,53
18027,3858,391,211,9,4963,71
794,3762,180,313,6,4963,70
30980,7710,229,2014,2,5349,75
15539,11423,703,254,30,5349,50
49878,168,85,39,2,5112,150
36391,4836,458,313,6,5138,50
30209,3129,218,248,0,5138,567
50149,9033,807,398,24,5073,49
6615,22246,1900,1615,2,5073,49
36501,2010,211,94,20,5518,69
29961,39995,6541,1758,49,5518,57
32448,4782,606,240,41,5050,72
26395,2951,229,288,32,5364,50
6559,38178,3822,4320,125,5311,50
3831,2280,276,5,0,5311,145
26461,15987,936,1161,66,5311,49
15625,5247,636,21,3,5586,49
6149,32101,2424,1692,217,5586,51
22390,37814,2059,667,11,5222,48
30877,4328,358,235,10,5222,53
26647,45807,2410,579,62,5234,58
4696,3352,237,698,7,4993,57
2820,6212,375,390,5,5033,478
26883,1858,317,36,5,5055,49
33341,9352,536,119,1,5478,54
40281,70885,5330,1846,15,5478,330
2096,38399,2589,813,10,5478,781
36116,53337,5427,100,6,5478,1589
23366,840,374,59,5,5007,347
15306,6933,395,1124,33,5446,59
21811,4307,1035,510,54,5446,50
7860,10630,332,480,14,5446,48
38250,16785,1918,885,154,5073,49
27463,24918,1786,1007,59,5073,430
33930,32886,23202,127,141,4962,48
48253,1634,162,328,5,4962,52
48272,8582,836,385,86,5518,301
37520,3761,421,505,19,5050,1427
22895,9562,610,593,28,5365,68
43555,2764,160,972,0,5082,218
42113,4484,276,702,19,5112,855
42171,6382,283,263,5,5138,1709
15807,3518,348,968,12,5138,246
31830,18133,3587,187,19,5036,52
31589,5043,382,75,1,5016,169
9978,14184,1908,1060,154,5194,58
33042,2981,206,283,28,5073,313
21404,26590,1279,396,39,5073,49
2786,3021,308,0,0,5586,5471
16011,22275,1064,199,6,5586,404
24540,31018,235686,5470,124372,5586,48
14576,144522,7126,1567,61,5222,238
38266,5494,235,42,10,4962,1872
25579,12269,271,1442,3,4962,837
25652,14207,1306,770,53,5364,264
25651,2361,538,82,6,5364,1157
50865,6303,578,356,8,5369,351
46755,562,115,97,4,5471,1318
17639,135307,14437,1082,588,5050,48
37964,22476,1021,1510,26,5082,50
1663,3911,691,1241,118,5082,59
41188,31023,2678,768,2,5518,92
47765,4985,624,370,24,5147,1591
11353,9340,322,324,50,5194,49
40204,25732,6896,6872,2843,5036,48
21468,9892,869,1030,118,5036,49
17074,8029,675,462,170,5349,329
16831,8368,953,1044,24,5478,3641
24628,11157,1557,654,76,5478,49
40158,10327,1200,1110,7,5092,58
44326,22747,1884,587,3,5585,710
6271,2115,219,128,18,5585,113
32407,12208,1737,4111,13,5050,56
32653,18664,1397,913,103,5112,316
13400,5743,530,306,10,5190,55
51435,99736,7630,206,9,5112,49
28788,9386,820,678,71,5138,669
34616,81945,7189,2243,87,5138,63
7180,19811,7885,3659,38,5016,48
20036,22640,2203,187,9,5016,379
27575,8805,558,150,27,5057,499
51527,14619,1141,299,66,5364,86
23587,2563,204,668,19,5364,52
23984,52050,3376,1411,64,5364,62
40258,1458,171,50,2,5222,49
50768,1439,161,1157,6,5222,50
17716,3395,423,61,14,5222,1323
15681,1388,197,637,6,5147,50
35269,62026,3194,2412,14,4962,80
49894,2082,305,630,6,4962,49
31236,10688,921,74,131,4962,49
32566,2864,1229,153,3,5349,56
1703,19207,1393,1125,141,5349,49
13921,31229,2820,289,45,5007,130
20623,27960,1483,1094,60,5007,59
4911,10381,527,161,12,5007,109
3186,3578,293,87,0,5160,51
37105,19610,858,3130,33,5160,49
46318,29825,2043,1839,438,5287,48
707,7776,690,14,0,5112,51
48804,35159,2210,1293,46,5112,57
48229,13484,804,732,2,5112,137
44417,96827,3122,1777,78,5072,56
34690,5728,1814,346,18,5072,51
908,29577,4260,2466,1935,5072,51
39600,4927,414,147,8,5072,49
38658,434,44,4,0,4972,2914
42353,57036,5584,1982,289,4972,51
33306,1782,149,444,6,4972,52
43543,9031,940,346,22,4962,49
45797,43072,4173,4240,128,4962,56
33239,5691,1660,352,64,4962,86
18184,7963,847,143,19,4962,56
16492,3180,301,3898,2,5364,124
41431,4087,295,281,10,5518,49
2272,8229,681,329,7,5309,218
40018,15048,591,591,53,5137,254
1971,4266,631,198,6,5147,87
6178,16748,1544,510,39,5222,48
27124,5752,558,209,3,5222,258
33403,4926,539,280,10,5036,345
43508,4338,743,3095,131,4951,52
42501,549,55,34,2,4983,4382
9079,9939,703,1996,12,4983,1037
1194,43612,4620,146,5,5072,51
26617,5420,642,185,35,5050,383
9683,11044,1797,431,11,5050,164
21856,42551,2833,2318,101,5160,48
38662,972,188,43,4,4962,66
11782,44571,2351,793,69,5146,51
47900,4003,725,553,43,5137,234
42595,71894,4688,5760,17,5137,49
19478,5584,232,1013,9,5364,57
19884,3555,518,829,21,5364,465
13873,3607,180,17,0,5364,4643
8457,17682,1433,964,48,5421,1539
22802,121403,11442,2888,1358,5176,48
34402,3583,126,171,5,5112,2559
9265,1284,229,834,21,5112,51
9947,7457,372,157,1,5082,141
8582,10268,1094,351,22,5518,1647
41152,135685,11792,3667,106,5518,220
49513,13993,939,1904,78,5016,48
25034,1255,522,156,4,5349,50
39995,6769,451,632,15,5349,552
14185,4852,227,372,30,5322,50
44566,24623,755,1412,0,5322,48
16591,11546,1021,1313,22,5322,53
14783,20700,2687,491,91,4951,48
14822,15054,969,443,5,5146,49
46124,1617,282,61,4,5146,434
18308,13417,697,1210,23,5146,49
31679,41057,3359,3016,49,5160,64
48531,5980,507,847,1039,5082,448
39616,6854,812,3538,7,5082,49
27441,4290,515,317,6,5082,1159
7899,41652,2583,1992,251,5082,51
24455,4408,1029,597,95,5137,48
47486,12092,1092,1783,30,5222,49
5317,1571,525,406,126,5057,2065
20173,100513,6435,5538,1594,5072,64
6347,14109,928,314,12,5176,49
761,5445,308,268,10,5194,271
25149,1282,357,917,10,5194,52
21391,18456,1439,1203,23,5194,48
14579,143975,28760,1581,889,5085,154
6645,2535,321,207,15,4962,140
13018,1321,177,8,11,4962,808
36799,37327,2613,2022,434,5672,53
19439,3366,330,401,5,5349,52
35691,22205,973,950,1,5036,49
51168,6105,270,30,1,5364,49
17528,62472,6072,2152,375,5364,55
26399,8212,414,1497,10,5099,295
41839,70087,11475,7154,259,5151,50
10354,2223,351,143,4,5518,5169
46569,16141,1766,1909,173,5517,49
29878,3497,586,231,20,5517,361
35785,1885,263,907,30,5517,48
12966,10492,251,220,5,5176,651
34044,1374,308,687,7,5016,128
22536,37554,4108,1931,624,5016,49
46338,14733,1750,2196,49,5026,48
22690,13381,703,505,128,5026,48
44412,65144,3204,594,37,5311,49
20182,27742,2199,302,6,5311,401
26491,29926,4254,1990,1395,4962,52
32760,82773,6578,3509,1075,4962,48
13716,4536,157,5,0,5402,4812
11796,1371,144,124,7,5137,421
42164,21160,2481,3214,71,5137,49
18258,64767,8581,1565,810,4951,48
28711,22067,2937,3444,56,5082,49
12716,2054,126,200,2,5082,454
47073,4295,678,208,17,5364,49
40630,6061,352,520,7,5057,48
25047,52523,3781,3421,265,5072,50
34010,8742,413,472,3,5349,49
30396,23668,1855,484,129,5349,885
22799,410113,41311,16536,3811,5349,48
41558,36745,870,916,16,5349,49
23628,53246,5968,1530,1509,5349,48
31355,11568,551,748,32,5349,52
15944,39808,2233,1416,131,5349,1019
35893,29400,697,366,12,5349,112
41198,55044,2754,116,32,5349,48
12149,2679,345,307,123,5026,48
50031,26181,1289,454,87,5036,48
6901,181572,13796,935,251,5036,48
32528,1101,90,19,4,5099,1057
25196,6945,2732,568,444,5099,1470
49382,27798,2503,508,65,4961,562
26956,2419,402,59,18,5146,270
8198,4695,682,108,7,5146,48
33182,14933,1165,412,59,5160,49
9191,42007,2329,4290,1194,5160,57
47850,2819,184,210,18,5160,1485
31723,8490,633,2178,703,5160,49
12370,3112,217,356,10,5016,48
33802,29818,2981,2759,46,5016,105
49394,56986,11047,1430,295,5082,55
120,6308,994,474,62,5072,49
23937,2267,253,221,1,5267,386
5322,5338,319,257,5,5176,55
38562,3340,296,1235,23,5026,1019
10306,14565,1518,194,5,5026,395
4795,17981,1006,8356,121,5026,49
44017,11812,1014,1333,1,5137,49
34192,8527,1023,875,96,5311,48
33730,20794,923,372,11,5311,67
19555,2473,265,121,8,5112,72
19489,4964,648,682,18,5112,49
48718,47455,3698,399,186,5112,49
46734,8932,435,168,42,5056,4733
26924,10595,1231,3609,13,5322,49
44394,2088,382,1147,58,5322,50
10910,7572,1907,2280,3,5322,49
10145,8356,750,601,11,5194,56
39189,6686,546,1094,122,5194,49
18299,2598,436,48,4,4961,2688
30568,5045,114,60,14,5146,4347
